subject,trial,state,chosen_color,Q_patternA_white,Q_patternA_black,Q_patternB_white,Q_patternB_black,p_patternA,p_patternB
5b2150d538b0be00014137fb,14,white_high,white,0.06155191486559167,0.602677973279949,0.6380807489231478,0.09358090815616538,0.6434797909274164,0.5162654707480445
5b2150d538b0be00014137fb,15,black_high,white,0.06155191486559167,0.602677973279949,0.6592732262817594,0.09358090815616538,0.6434797909274164,0.5194607887580238
5b2150d538b0be00014137fb,16,white_high,black,0.04048516196592861,0.602677973279949,0.6592732262817594,0.09358090815616538,0.6463929709985434,0.5194607887580238
5b2150d538b0be00014137fb,17,white_high,black,0.04048516196592861,0.602677973279949,0.6592732262817594,0.06155191486559167,0.6463929709985434,0.5242868900064449
5b2150d538b0be00014137fb,18,white_high,black,0.04048516196592861,0.602677973279949,0.6592732262817594,0.04048516196592861,0.6463929709985434,0.5274587952965851
5b2150d538b0be00014137fb,19,black_high,black,0.04048516196592861,0.602677973279949,0.6592732262817594,0.026628714037355186,0.6463929709985434,0.5295438926663841
5b2150d538b0be00014137fb,20,white_high,white,0.04048516196592861,0.670213392570305,0.6592732262817594,0.026628714037355186,0.6556581243049684,0.5295438926663841
5b2150d538b0be00014137fb,21,black_high,black,0.04048516196592861,0.670213392570305,0.7074383593204759,0.026628714037355186,0.6556581243049684,0.5367832285565582
5b2150d538b0be00014137fb,22,white_high,black,0.04048516196592861,0.5435041898029281,0.7074383593204759,0.026628714037355186,0.6381832813642282,0.5367832285565582
5b2150d538b0be00014137fb,23,black_high,black,0.04048516196592861,0.5435041898029281,0.7074383593204759,0.017514772742665323,0.6381832813642282,0.5381514265328619
5b2150d538b0be00014137fb,24,black_high,white,0.04048516196592861,0.5628404407690748,0.7074383593204759,0.017514772742665323,0.6408751243906204,0.5381514265328619
5b2150d538b0be00014137fb,25,white_high,white,0.026628714037355186,0.5628404407690748,0.7074383593204759,0.017514772742665323,0.6427986818275669,0.5381514265328619
5b2150d538b0be00014137fb,26,black_high,black,0.026628714037355186,0.5628404407690748,0.7048925071219609,0.017514772742665323,0.6427986818275669,0.5377692964856452
