subject,trial,V_target,V_distractor,p_target
5b2150d538b0be00014137fb,17,0.0961267362040461,0.29270083476414765,0.44626493349910734
5b2150d538b0be00014137fb,18,0.0779315871288976,0.10412080643884124,0.4928137126214543
5b2150d538b0be00014137fb,19,0.06060920136129618,0.20304980966894373,0.4609912282198646
5b2150d538b0be00014137fb,20,0.16712115157181112,0.20528344029497098,0.48952912805673227
5b2150d538b0be00014137fb,21,0.5737226530630808,0.228419465538902,0.593638903795062
5b2150d538b0be00014137fb,22,0.2665289505655627,0.5907881479491099,0.41194522642614767
5b2150d538b0be00014137fb,23,0.14672756084844202,0.23976073960349112,0.4744922232924958
5b2150d538b0be00014137fb,24,0.3032955500319924,0.07738214456324054,0.5616788643929556
5b2150d538b0be00014137fb,25,0.2945074193356666,0.29619672090032456,0.49953642608035925
5b2150d538b0be00014137fb,26,0.4050354758169277,0.35783556605823913,0.5129495886046381
5b2150d538b0be00014137fb,27,0.4835918486310764,0.45104523573418387,0.5089304130391759
5b2150d538b0be00014137fb,28,0.09418304896411772,0.09004721603582228,0.5011349433269873
5b2150d538b0be00014137fb,29,0.3083479804451516,0.4329481316039615,0.4658607285250931
5b2150d538b0be00014137fb,30,0.5368514678150591,0.565155618402567,0.4922334681211137
5b2150d538b0be00014137fb,31,0.6210151631475124,0.5170634295131435,0.5284952730971689
5b2150d538b0be00014137fb,32,0.4699956782668826,0.6844640319976337,0.4414164239697273
5b2150d538b0be00014137fb,33,0.5240267829461631,0.7356681253982867,0.44218169403859753
5b2150d538b0be00014137fb,34,0.4265165401555161,0.810367424492463,0.396195731083592
5b2150d538b0be00014137fb,35,0.2930148862448202,0.7062587146905385,0.38850387112992363
5b2150d538b0be00014137fb,36,0.47766220109698476,0.7647675311145374,0.4218589135551613
5b2150d538b0be00014137fb,37,0.47179375379208427,0.3905605163714447,0.5222770705714804
5b2150d538b0be00014137fb,38,0.267047345932769,0.6413004572050653,0.39871874447963723
5b2150d538b0be00014137fb,39,0.4742251630850567,0.3937903597907242,0.5220583968907233
5b2150d538b0be00014137fb,40,0.1511022360392117,0.3913682048895581,0.43444631932470285
5b2150d538b0be00014137fb,41,0.2720748619614811,0.4104911939657706,0.46208902599851087
5b2150d538b0be00014137fb,42,0.5959073453342012,0.7111360745800477,0.46842129904073176
5b2150d538b0be00014137fb,43,0.43591367361930256,0.49303512759030377,0.48433000201768167
5b2150d538b0be00014137fb,44,0.5339426905254991,0.22063805598105557,0.5851388302784618
5b2150d538b0be00014137fb,45,0.45932816722255176,0.5941800329342027,0.4630616978942394
5b2150d538b0be00014137fb,46,0.6934885444132017,0.6562714131257148,0.5102116150785041
5b2150d538b0be00014137fb,47,0.015368366355567563,0.6803753751223887,0.3252038422041714
5d83b53430e67e0018bf3b38,0,0.0,0.0,0.5
5d83b53430e67e0018bf3b38,1,0.0,0.0,0.5
5d83b53430e67e0018bf3b38,2,0.0,0.0,0.5
5d83b53430e67e0018bf3b38,3,0.0,0.0,0.5
5d83b53430e67e0018bf3b38,4,0.13236280213004337,0.9672576907034236,0.4201713762203455
